timestamp,threads,n_prompt,n_gen,avg_latency_ms_token,throughput_tokens_s,peak_rss_mb,energy_kwh,co2_kg
2026-05-26T05:05:51,2,512,128,100.143,9.986,1242.1,0.00117,0.000162
2026-05-26T05:09:21,2,512,512,104.616,9.559,1242.1,0.003735,0.000518
2026-05-26T05:11:53,2,1,512,97.629,10.243,1239.2,0.005589,0.000776
