timestamp,threads,n_prompt,n_gen,avg_latency_ms_token,throughput_tokens_s,peak_rss_mb,energy_kwh,co2_kg
2026-06-12T22:38:25,2,512,128,130.0,7.692,1282.7,0.002495,0.000346
2026-06-12T22:44:17,2,512,512,133.959,7.465,1282.9,0.006782,0.000941
2026-06-12T22:47:43,2,1,512,133.147,7.51,1276.2,0.00929,0.001289
