timestamp,threads,n_prompt,n_gen,avg_latency_ms_token,throughput_tokens_s,peak_rss_mb,energy_kwh,co2_kg
2026-06-12T22:25:07,2,512,128,160.713,6.222,2657.8,0.00195,0.000271
2026-06-12T22:30:43,2,512,512,163.466,6.117,2660.9,0.006059,0.000841
2026-06-12T22:34:57,2,1,512,163.488,6.117,2654.1,0.009149,0.001269
