timestamp,threads,n_prompt,n_gen,avg_latency_ms_token,throughput_tokens_s,peak_rss_mb,energy_kwh,co2_kg
2026-06-08T21:30:18,2,512,128,74.088,13.497,1298.6,0.000828,0.000115
2026-06-08T21:32:48,2,512,512,75.4,13.263,1298.5,0.002658,0.000369
2026-06-08T21:34:45,2,1,512,75.336,13.274,1290.3,0.004084,0.000567
