timestamp,threads,n_prompt,n_gen,avg_latency_ms_token,throughput_tokens_s,peak_rss_mb,energy_kwh,co2_kg
2026-06-12T22:08:19,2,512,128,232.345,4.304,2764.8,0.003019,0.000419
2026-06-12T22:16:22,2,512,512,224.153,4.461,2764.9,0.008903,0.001235
2026-06-12T22:22:23,2,1,512,233.985,4.274,2758.5,0.013308,0.001846
