timestamp,threads,n_prompt,n_gen,avg_latency_ms_token,throughput_tokens_s,peak_rss_mb,energy_kwh,co2_kg
2026-06-12T21:58:50,2,512,128,72.704,13.754,798.8,0.001518,0.000211
2026-06-12T22:02:15,2,512,512,73.58,13.591,798.8,0.004021,0.000558
2026-06-12T22:04:09,2,1,512,73.495,13.606,792.5,0.005407,0.00075
