timestamp,threads,n_prompt,n_gen,avg_latency_ms_token,throughput_tokens_s,peak_rss_mb,energy_kwh,co2_kg
2026-06-12T21:41:16,2,512,128,138.145,7.239,1881.4,0.001848,0.000256
2026-06-12T21:46:10,2,512,512,136.328,7.335,1881.5,0.005437,0.000754
2026-06-12T21:49:42,2,1,512,136.815,7.309,1875.4,0.008013,0.001112
