timestamp,threads,n_prompt,n_gen,avg_latency_ms_token,throughput_tokens_s,peak_rss_mb,energy_kwh,co2_kg
2026-06-13T04:19:14,2,512,128,56.963,17.555,1624.1,0.000867,0.00032
2026-06-12T21:27:30,2,512,0,16.108,62.080,,,
