timestamp,threads,n_prompt,n_gen,avg_latency_ms_token,throughput_tokens_s,peak_rss_mb,energy_kwh,co2_kg
2026-05-14T00:11:54,4,512,128,66.229,15.099,1666.8,0.000897,7.6e-05
2026-05-14T00:14:08,4,512,512,66.669,15.0,1666.8,0.00298,0.000253
2026-05-14T00:15:57,4,1,512,70.05,14.276,1648.6,0.004759,0.000403
