timestamp,threads,n_prompt,n_gen,avg_latency_ms_token,throughput_tokens_s,peak_rss_mb,energy_kwh,co2_kg
2026-06-08T19:46:15,4,512,128,33.418,29.924,1314.1,0.000403,3.4e-05
2026-06-08T19:47:21,4,512,512,34.078,29.345,1314.1,0.001405,0.000119
2026-06-08T19:48:15,4,1,512,34.002,29.41,1295.2,0.002214,0.000188
