timestamp,threads,n_prompt,n_gen,avg_latency_ms_token,throughput_tokens_s,peak_rss_mb,energy_kwh,co2_kg
2026-06-13T04:23:03,2,512,128,125.241,7.985,2765.8,0.002144,0.000792
2026-06-12T21:27:30,2,512,0,44.484,22.480,,,
