timestamp,threads,n_prompt,n_gen,avg_latency_ms_token,throughput_tokens_s,peak_rss_mb,energy_kwh,co2_kg
2026-06-13T04:26:55,2,512,128,85.26,11.729,1283.1,0.001975,0.00073
2026-06-12T21:27:30,2,512,0,44.092,22.680,,,
