timestamp,threads,n_prompt,n_gen,avg_latency_ms_token,throughput_tokens_s,peak_rss_mb,energy_kwh,co2_kg
2026-05-14T00:08:03,4,512,128,47.159,21.205,1246.6,0.000523,4.4e-05
2026-05-14T00:09:35,4,512,512,49.065,20.381,1246.2,0.001964,0.000166
2026-05-14T00:10:50,4,1,512,47.964,20.849,1230.4,0.003091,0.000262
