timestamp,threads,n_prompt,n_gen,avg_latency_ms_token,throughput_tokens_s,peak_rss_mb,energy_kwh,co2_kg
2026-06-13T05:08:11,2,512,128,121.428,8.235,1659.3,0.001518,0.000561
