timestamp,threads,n_prompt,n_gen,avg_latency_ms_token,throughput_tokens_s,peak_rss_mb,energy_kwh,co2_kg
2026-06-13T05:04:15,2,512,128,133.365,7.498,2660.5,0.0011,0.000407
2026-06-13T05:04:29,2,512,128,126.101,7.93,2660.3,0.001089,0.000402
2026-06-13T05:08:23,2,512,512,119.823,8.346,2660.4,0.00359,0.001327
2026-06-13T05:10:58,2,1,512,98.881,10.113,2653.4,0.005234,0.001934
