timestamp,threads,n_prompt,n_gen,avg_latency_ms_token,throughput_tokens_s,peak_rss_mb,energy_kwh,co2_kg
2026-06-13T04:55:25,2,512,128,98.174,10.186,1241.8,0.000751,0.000277
