timestamp,threads,n_prompt,n_gen,avg_latency_ms_token,throughput_tokens_s,peak_rss_mb,energy_kwh,co2_kg
2026-06-13T04:44:59,2,512,128,80.698,12.392,798.4,0.000982,0.000363
2026-06-13T04:48:17,2,512,512,78.293,12.773,798.5,0.003087,0.001141
2026-06-13T04:49:50,2,1,512,59.369,16.844,792.2,0.004083,0.001509
2026-06-13T04:59:42,2,512,128,65.111,15.358,798.4,0.000861,0.000318
