timestamp,threads,n_prompt,n_gen,avg_latency_ms_token,throughput_tokens_s,peak_rss_mb,energy_kwh,co2_kg
2026-06-13T04:57:11,2,512,128,132.645,7.539,1881.0,0.001099,0.000406
