timestamp,threads,n_prompt,n_gen,avg_latency_ms_token,throughput_tokens_s,peak_rss_mb,energy_kwh,co2_kg
2026-06-08T23:17:35,4,512,128,48.407,20.658,1307.9,0.000371,3.1e-05
2026-06-08T23:19:02,4,512,512,46.441,21.533,1308.0,0.001294,0.00011
2026-06-08T23:20:13,4,1,512,45.642,21.91,1289.8,0.002055,0.000174
